Left GC Pressure,Right GC Pressure,Area
0.1,0.9,67.89
0.2,0.8,72.32
0.3,0.7,75.06
0.4,0.6,76.48
0.5,0.5,76.98
0.6,0.4,76.48
0.7,0.3,74.89
0.8,0.2,72.28
0.9,0.1,68.19

