CCIndex, Label, PosX, PosY, PosZ, eVec1X, eVec1Y, eVec1Z, eVec2X, eVec2Y, eVec2Z, eVal1, eVal2, eVal3
65536,0,-9.30048,-15.894,3.47336,0,0,0,0,0,0,0,0,0
73728,0,-3.13655,2.63954,-5.5978,-0.832991,0.141771,-0.534814,-0.281477,-0.940765,0.189027,13.8938,3.43264,0
40960,0,-1.0461,-16.7007,-1.14602,0.765927,-0.61745,0.179196,0.345556,0.160314,-0.924603,6.32394,0.467024,0
57344,0,17.4579,-10.4079,1.57707,0.27902,-0.203137,-0.938554,-0.546801,-0.837056,0.0186122,19.8989,8.16188,0
69632,0,-7.13937,-0.845478,-6.43559,-0.968158,0.0998166,-0.229578,-0.134402,-0.980946,0.14029,11.7273,3.26914,0
61440,0,19.616,3.83861,-0.943237,0.0428105,-0.0214141,-0.998854,-0.236556,0.971124,-0.0309584,23.3924,6.35765,0
67584,0,-7.51627,-3.53334,6.15565,0.997197,0.0235554,0.0710101,-0.0381823,-0.655993,0.753801,3.68776,2.15924,0
51200,0,11.0285,-14.8812,3.91499,0.401209,-0.571759,-0.715627,-0.845532,-0.531646,-0.0492741,22.9889,6.98071,0
43008,0,3.00335,-7.52623,2.75124,0.458152,-0.442457,0.770927,-0.834211,-0.513486,0.201057,54.0539,12.5819,0
71680,0,-5.28535,3.53759,4.45253,0.880973,-0.358357,-0.308978,-0.281293,-0.92173,0.266998,14.4354,2.94567,0
55296,0,15.4549,-13.2632,-1.88531,-0.206551,0.170384,-0.963486,-0.720671,-0.692537,0.0320278,20.6812,7.26454,0
66560,0,-8.84708,-10.4283,6.07092,0.68885,0.679055,0.253712,-0.697864,0.715911,-0.0213593,9.04428,2.76519,0
74752,0,-2.21182,8.5689,-6.92682,-0.581634,0.766351,-0.272779,0.73763,0.638253,0.220307,11.4693,1.6378,0
41984,0,0.849184,-17.104,4.48748,0.347142,-0.365876,-0.863497,-0.929464,-0.0116412,-0.368729,9.86424,2.25253,0
58368,0,18.2116,-4.66001,3.9127,0.670065,-0.166846,-0.723309,-0.185827,-0.981089,0.0541598,25.218,12.8296,0
70656,0,-6.21839,1.41225,5.08508,0.91592,-0.257331,-0.308011,-0.21485,-0.962559,0.165288,13.1469,3.26392,0
46080,0,6.45234,-17.8192,2.50306,0.107844,-0.372389,-0.92179,-0.939258,-0.342044,0.0282928,16.3021,1.46511,0
62464,0,-14.8044,4.17226,-1.34126,-0.0680784,0.186087,0.980172,-0.415783,-0.898361,0.141677,9.14357,-0.0642589,0
68608,0,-7.83004,-2.11153,6.2063,0.982259,-0.0522335,-0.180108,-0.0187731,-0.98299,0.182696,8.18735,3.09705,0
52224,0,12.0726,-15.0193,-3.52705,-0.338543,0.42619,-0.838898,-0.819551,-0.571583,0.0403511,21.6753,9.21579,0
76800,0,-2.15008,12.7805,-5.69497,0.537801,-0.813604,-0.220948,0.759692,0.354036,0.54546,12.913,-0.26173,0
60416,0,16.4762,10.3532,-2.05102,-0.10334,-0.0903694,-0.990532,-0.620327,0.784314,-0.0068383,19.8291,5.66714,0
72704,0,-4.28234,4.55193,3.94107,0.832277,-0.414416,-0.368204,-0.346357,-0.907329,0.238309,10.9716,2.14471,0
