CCIndex, Label, PosX, PosY, PosZ, eVec1X, eVec1Y, eVec1Z, eVec2X, eVec2Y, eVec2Z, eVal1, eVal2, eVal3
65536,0,-4.58179,-21.6741,0.811883,0,0,0,0,0,0,0,0,0
81920,0,7.4578,-12.0261,4.66751,0.461064,-0.820606,0.337677,-0.857557,-0.509858,-0.0681237,42.3542,18.5476,0
73728,0,2.88839,9.02995,-0.478003,-0.225573,0.159721,-0.961044,-0.647287,0.712683,0.270373,13.8358,3.02058,0
90112,0,14.1304,-18.1827,0.899883,0.126359,-0.303737,-0.944339,-0.88531,-0.463982,0.0307754,31.0083,12.6158,0
57344,0,-8.5011,-12.9756,1.71938,0.0634142,0.146959,0.987108,-0.890731,-0.437742,0.122393,1.13186,0.364213,0
69632,0,-1.94736,-21.9469,-2.9121,0,0,0,0,0,0,0,0,0
86016,0,14.223,0.234674,-8.04675,-0.900984,-0.027573,0.432975,0.0201727,-0.999561,-0.0216773,47.2817,18.239,0
53248,0,-12.713,10.7056,-0.768004,-0.409477,0.37627,0.831113,-0.149795,0.870896,-0.468083,4.35295,-0.88991,0
77824,0,9.29056,-4.05979,-0.296727,0.193112,-0.0703244,0.978653,-0.412013,-0.91104,0.0158342,73.2287,35.9142,0
94208,0,21.752,-5.43323,-6.8661,-0.730604,0.170854,-0.66108,-0.276873,-0.959148,0.058103,37.1587,20.4514,0
61440,0,-8.67611,18.6798,1.6156,0.360734,-0.677603,0.640878,-0.660931,-0.670547,-0.336951,7.49194,-0.47515,0
67584,0,-1.47488,3.14532,-3.18547,0.069845,0.985508,-0.154583,0.616729,0.0791385,0.783187,5.65864,4.06364,0
83968,0,8.28815,15.5671,-7.18469,0.613678,0.745533,0.259961,-0.784972,0.611526,0.0992726,34.155,13.7119,0
75776,0,0.60536,15.4559,-5.83511,0.321893,-0.9451,-0.0563124,0.732872,0.286383,-0.617158,18.9198,8.31051,0
92160,0,16.6784,-15.702,-4.80941,-0.408184,0.355414,-0.840873,-0.734545,-0.674798,0.0713507,33.6818,13.2847,0
59392,0,-7.38045,-16.2044,-3.26434,-0.570797,-0.541212,0.617479,-0.725692,0.684345,-0.0710103,5.31185,-0.0587788,0
71680,0,1.73354,8.10656,-2.1766,-0.83948,0.244287,-0.485383,-0.337836,-0.934265,0.11409,14.1116,1.64723,0
88064,0,13.4787,-14.4019,-7.38122,-0.644287,0.644018,-0.412474,-0.735294,-0.669953,0.1025,33.393,16.4419,0
55296,0,-9.41669,-13.3541,-0.581958,0.263675,0.059362,0.962783,-0.882543,0.417715,0.215945,1.64053,-0.937196,0
79872,0,4.35169,14.4134,5.66727,0.765421,0.607395,0.212605,-0.631895,0.771919,0.0696391,21.9222,14.3153,0
96256,0,23.0763,-7.61303,-3.70154,-0.280694,0.110945,-0.953364,-0.405817,-0.91386,0.0131351,40.5096,12.5391,0
63488,0,-4.03793,3.99473,-5.48896,-0.808829,0.352236,-0.470877,0.31168,0.935813,0.164652,4.43951,3.08867,0
50176,0,-14.5697,-7.42807,-1.59476,-0.158648,-0.00943467,0.98729,-0.41286,0.908968,-0.0576564,2.74226,-0.0867228,0
74752,0,1.0926,-13.0735,-0.579771,0.373405,0.767113,-0.521638,0.351436,0.403422,0.844834,28.4263,23.2232,0
