CCIndex, Label, PosX, PosY, PosZ, eVec1X, eVec1Y, eVec1Z, eVec2X, eVec2Y, eVec2Z, eVal1, eVal2, eVal3
65536,0,3.58957,14.1873,-7.10035,0.630897,0.77564,0.0187162,-0.775734,0.63016,0.033707,18.6482,9.2411,0
49152,0,-5.90438,1.33414,3.81077,0.76859,-0.317253,-0.555535,-0.244652,-0.948128,0.202973,11.1013,1.50845,0
69632,0,7.19122,15.5839,-5.84057,-0.397717,-0.658063,-0.639355,-0.8614,0.507755,0.0132307,18.2822,6.00372,0
53248,0,-3.46015,10.348,-6.16044,-0.678869,0.705397,-0.203845,-0.716342,-0.697224,-0.0270678,9.70182,-0.137807,0
61440,0,7.6609,-17.4885,-1.72587,-0.164154,0.211943,-0.963397,-0.719994,-0.693338,-0.0298513,20.1444,2.71647,0
67584,0,5.47545,13.7898,-7.02257,-0.668674,-0.718977,-0.189594,-0.732555,0.680704,0.002267,19.3262,9.24497,0
47104,0,-8.5223,3.0008,-5.65488,0.985558,-0.167358,0.0258299,-0.169208,-0.967249,0.189202,8.48334,1.1828,0
63488,0,9.7358,-15.5103,-1.22312,-0.169665,0.180137,-0.968898,-0.762558,-0.646784,0.0132831,19.8429,1.89939,0
66560,0,6.02223,11.5415,-7.08332,-0.678368,-0.731365,0.0701587,-0.732887,0.680326,0.0057068,27.081,10.1742,0
50176,0,-1.77344,-7.98015,-2.65827,-0.72858,-0.35653,-0.584857,-0.510344,0.852066,0.116334,14.2692,3.92059,0
74752,0,14.0461,12.7587,-0.870962,0.0805626,0.0532213,-0.995328,-0.67283,0.739647,-0.0149096,17.105,4.08757,0
41984,0,-11.8831,-3.29352,-4.36372,-0.927514,-0.0461494,0.37093,-0.0758141,0.994949,-0.0657868,8.28643,1.78107,0
58368,0,2.07359,-16.4304,4.61627,0.763203,-0.615302,0.197295,-0.501179,-0.756417,-0.420301,8.47297,2.76822,0
54272,0,-3.06286,10.1076,-6.03901,-0.641594,0.714415,-0.279228,-0.717242,-0.687807,-0.111741,11.0148,0.359844,0
46080,0,-8.79127,3.6364,4.71921,0.956245,-0.292568,-0.000515831,-0.29073,-0.950431,0.110257,9.54218,1.561,0
62464,0,9.07113,-16.3172,-0.232381,-0.0130464,-0.00648516,-0.999894,-0.70624,-0.707838,0.0138058,19.9299,1.80706,0
68608,0,6.43065,14.6325,-6.60537,-0.600423,-0.682611,-0.416574,-0.769673,0.634657,0.0693877,21.0742,7.8145,0
52224,0,-7.89206,14.6144,1.2348,0.399853,-0.352843,0.845943,-0.502966,-0.856031,-0.119313,8.17189,1.97274,0
60416,0,5.31004,-5.85746,2.08015,0.604058,-0.175383,0.777403,-0.590687,-0.753365,0.289016,24.7723,13.8986,0
72704,0,17.5964,-5.37054,-3.03827,-0.396426,0.137908,-0.90765,-0.349446,-0.9369,0.0102716,16.0918,5.69193,0
39936,0,-11.9883,-12.4638,1.63585,0.0538953,0.0359931,0.997898,-0.402046,0.91555,-0.0113089,7.8241,0.594539,0
56320,0,1.00892,8.67179,-0.774436,-0.334627,0.513231,-0.790328,-0.0312239,0.832178,0.553629,47.3346,3.32677,0
48128,0,-7.03235,1.62765,4.44915,0.888272,-0.273481,-0.369027,-0.229661,-0.960228,0.158802,12.074,1.43256,0
64512,0,1.39659,16.2609,3.71421,0.884136,0.0155957,0.466969,-0.103889,-0.967861,0.229023,7.40713,1.77673,0
66048,0,11.7446,-6.90019,-5.99159,0.852375,-0.519276,0.0617141,-0.522904,-0.847554,0.0906785,20.9923,8.43652,0
41472,0,-8.07659,-17.0436,-1.76255,-0.336764,-0.372406,0.864814,-0.513296,0.842599,0.162958,10.1727,0.344304,0
57856,0,-0.0484042,17.77,1.37515,0,0,0,0,0,0,0,0,0
70144,0,15.6681,-2.92873,3.76332,0.888809,-0.159602,-0.429589,-0.168438,-0.985554,0.0176629,20.8345,8.13268,0
53760,0,0.951648,-9.78427,-0.0373704,-0.165246,-0.271933,-0.948022,-0.385396,-0.867004,0.31587,16.9122,4.02889,0
61952,0,7.64924,-0.55791,-1.34304,-0.0243538,0.119359,0.992552,-0.0438989,0.991762,-0.120341,53.7644,28.6622,0
68096,0,13.2792,-7.73463,-5.60432,-0.832672,0.4243,-0.355846,-0.477701,-0.8754,0.0740104,20.0207,8.65813,0
51712,0,-4.10259,-1.4899,-1.39655,-0.438285,0.0121642,-0.898754,-0.0341632,-0.999411,0.00313343,11.3275,7.13859,0
59904,0,4.01902,-7.62332,2.84424,0.632875,-0.337534,0.696807,-0.63511,-0.741059,0.217869,37.2676,10.1134,0
72192,0,14.9583,5.07839,-6.25778,-0.830179,-0.276849,-0.483898,-0.307345,0.951445,-0.01706,21.3975,9.04969,0
39424,0,-14.8926,-1.77047,-1.54758,-0.383437,0.0519126,0.922107,-0.0242424,0.997509,-0.0662382,7.11545,0.540884,0
55808,0,0.679116,7.67448,0.0414688,0.41307,-0.327136,-0.849915,-0.468691,-0.876537,0.109593,18.9118,3.06977,0
